3/18/2019 2:06:34 AM	The file contains frame by frame data of location for 2 tracked objects 
The coordinate system is in Unity world coordinates.
-------------------------------------------------
FrameNumber	StartTime	HeadX	HeadY	HeadZ	HandX	HandY	HandZ	
98	850.4241	3.264246	8.805063	-6.543759	3.323847	8.806664	-6.212603	
99	856.2078	3.264246	8.805063	-6.543759	3.323847	8.806664	-6.212603	
100	862.2556	3.264246	8.805063	-6.543759	3.323847	8.806664	-6.212603	
101	868.8094	3.264246	8.805063	-6.543759	3.323847	8.806664	-6.212603	
102	875.2816	3.264247	8.805067	-6.543762	3.323847	8.806664	-6.212603	
103	881.7077	3.264247	8.805067	-6.543762	3.323847	8.806664	-6.212603	
104	888.8132	3.264247	8.805067	-6.543762	3.323847	8.806664	-6.212603	
105	895.337	3.264244	8.805067	-6.54376	3.323847	8.806664	-6.212603	
106	901.8322	3.264244	8.805067	-6.54376	3.323847	8.806664	-6.212603	
107	908.329	3.264244	8.805067	-6.54376	3.323847	8.806664	-6.212603	
108	914.8621	3.264243	8.805062	-6.543757	3.323847	8.806664	-6.212603	
109	921.6269	3.264243	8.805062	-6.543757	3.323847	8.806664	-6.212603	
110	928.3901	3.264243	8.805062	-6.543757	3.323847	8.806664	-6.212603	
111	934.4319	3.264244	8.805059	-6.543756	3.323847	8.806664	-6.212603	
112	940.451	3.264244	8.805059	-6.543756	3.323847	8.806664	-6.212603	
113	947.5288	3.264244	8.805059	-6.543756	3.323847	8.806664	-6.212603	
114	954.5466	3.264246	8.805063	-6.543759	3.323847	8.806664	-6.212603	
115	961.5724	3.264246	8.805063	-6.543759	3.323847	8.806664	-6.212603	
116	969.1031	3.264246	8.805063	-6.543759	3.323847	8.806664	-6.212603	
117	975.5491	3.264248	8.805067	-6.543762	3.323847	8.806664	-6.212603	
118	981.5804	3.264248	8.805067	-6.543762	3.323847	8.806664	-6.212603	
119	989.1129	3.264248	8.805067	-6.543762	3.323847	8.806664	-6.212603	
120	995.1151	3.264246	8.805065	-6.54376	3.323847	8.806664	-6.212603	
121	1002.554	3.264246	8.805065	-6.54376	3.323847	8.806664	-6.212603	
122	1006.479	3.264246	8.805065	-6.54376	3.323847	8.806664	-6.212603	
123	1013.188	3.264248	8.805065	-6.543761	3.323847	8.806664	-6.212603	
124	1019.653	3.264248	8.805065	-6.543761	3.323847	8.806664	-6.212603	
125	1026.099	3.264248	8.805065	-6.543761	3.323847	8.806664	-6.212603	
126	1032.568	3.264248	8.805065	-6.543761	3.323847	8.806664	-6.212603	
127	1038.642	3.264248	8.805065	-6.543761	3.323847	8.806664	-6.212603	
128	1044.592	3.264248	8.805065	-6.543761	3.323847	8.806664	-6.212603	
129	1051.154	3.264249	8.805065	-6.543761	3.323847	8.806664	-6.212603	
130	1057.716	3.264249	8.805065	-6.543761	3.323847	8.806664	-6.212603	
131	1063.739	3.264249	8.805065	-6.543761	3.323847	8.806664	-6.212603	
132	1070.369	3.264249	8.805065	-6.543761	3.323847	8.806664	-6.212603	
133	1077.413	3.264248	8.805064	-6.543761	3.323847	8.806664	-6.212603	
134	1083.998	3.264248	8.805064	-6.543761	3.323847	8.806664	-6.212603	
135	1087.831	3.264248	8.805064	-6.543761	3.323847	8.806664	-6.212603	
136	1094.324	3.264251	8.805067	-6.543763	3.323847	8.806664	-6.212603	
137	1100.841	3.264251	8.805067	-6.543763	3.323847	8.806664	-6.212603	
138	1107.408	3.264251	8.805067	-6.543763	3.323847	8.806664	-6.212603	
139	1113.358	3.264252	8.805066	-6.543763	3.323847	8.806664	-6.212603	
140	1119.436	3.264252	8.805066	-6.543763	3.323847	8.806664	-6.212603	
141	1126.885	3.264252	8.805066	-6.543763	3.323847	8.806664	-6.212603	
142	1133.456	3.264248	8.805065	-6.543761	3.323847	8.806664	-6.212603	
143	1140.045	3.264248	8.805065	-6.543761	3.323847	8.806664	-6.212603	
144	1146.478	3.264248	8.805065	-6.543761	3.323847	8.806664	-6.212603	
145	1152.906	3.26425	8.805064	-6.543761	3.323847	8.806664	-6.212603	
146	1159.527	3.26425	8.805064	-6.543761	3.323847	8.806664	-6.212603	
147	1166.498	3.26425	8.805064	-6.543761	3.323847	8.806664	-6.212603	
148	1172.977	3.264256	8.805067	-6.543765	3.323847	8.806664	-6.212603	
149	1179.043	3.264256	8.805067	-6.543765	3.323847	8.806664	-6.212603	
150	1185.646	3.264256	8.805067	-6.543765	3.323847	8.806664	-6.212603	
151	1192.105	3.264256	8.805065	-6.543764	3.323847	8.806664	-6.212603	
152	1198.079	3.264256	8.805065	-6.543764	3.323847	8.806664	-6.212603	
153	1204.59	3.264256	8.805065	-6.543764	3.323847	8.806664	-6.212603	
154	1211.064	3.264254	8.805062	-6.543761	3.323847	8.806664	-6.212603	
155	1217.706	3.264254	8.805062	-6.543761	3.323847	8.806664	-6.212603	
156	1224.745	3.264254	8.805062	-6.543761	3.323847	8.806664	-6.212603	
157	1232.376	3.264253	8.805063	-6.543762	3.323847	8.806664	-6.212603	
158	1236.413	3.264253	8.805063	-6.543762	3.323847	8.806664	-6.212603	
159	1243.183	3.264253	8.805063	-6.543762	3.323847	8.806664	-6.212603	
160	1249.778	3.264253	8.805063	-6.543762	3.323847	8.806664	-6.212603	
161	1256.448	3.264255	8.805062	-6.543762	3.323847	8.806664	-6.212603	
162	1263.211	3.264255	8.805062	-6.543762	3.323847	8.806664	-6.212603	
163	1269.859	3.264255	8.805062	-6.543762	3.323847	8.806664	-6.212603	
164	1275.889	3.264256	8.805063	-6.543763	3.323847	8.806664	-6.212603	
165	1281.87	3.264256	8.805063	-6.543763	3.323847	8.806664	-6.212603	
166	1288.398	3.264256	8.805063	-6.543763	3.323847	8.806664	-6.212603	
167	1294.335	3.264256	8.805066	-6.543764	3.323847	8.806664	-6.212603	
168	1300.874	3.264256	8.805066	-6.543764	3.323847	8.806664	-6.212603	
169	1307.174	3.264256	8.805066	-6.543764	3.323847	8.806664	-6.212603	
170	1313.87	3.264255	8.805069	-6.543766	3.323847	8.806664	-6.212603	
171	1319.927	3.264255	8.805069	-6.543766	3.323847	8.806664	-6.212603	
172	1326.507	3.264255	8.805069	-6.543766	3.323847	8.806664	-6.212603	
173	1333.467	3.264256	8.805069	-6.543766	3.323847	8.806664	-6.212603	
174	1339.526	3.264256	8.805069	-6.543766	3.323847	8.806664	-6.212603	
175	1345.478	3.264256	8.805069	-6.543766	3.323847	8.806664	-6.212603	
176	1351.537	3.264258	8.805071	-6.543768	3.323847	8.806664	-6.212603	
177	1357.575	3.264258	8.805071	-6.543768	3.323847	8.806664	-6.212603	
178	1364.035	3.264258	8.805071	-6.543768	3.323847	8.806664	-6.212603	
179	1370.568	3.264258	8.805071	-6.543768	3.323847	8.806664	-6.212603	
180	1376.657	3.264256	8.805071	-6.543767	3.323847	8.806664	-6.212603	
181	1382.683	3.264256	8.805071	-6.543767	3.323847	8.806664	-6.212603	
182	1389.144	3.264256	8.805071	-6.543767	3.323847	8.806664	-6.212603	
183	1395.665	3.264255	8.80507	-6.543766	3.323847	8.806664	-6.212603	
184	1401.607	3.264255	8.80507	-6.543766	3.323847	8.806664	-6.212603	
185	1408.604	3.264255	8.80507	-6.543766	3.323847	8.806664	-6.212603	
186	1415.767	3.264261	8.805072	-6.543769	3.323847	8.806664	-6.212603	
187	1421.906	3.264261	8.805072	-6.543769	3.323847	8.806664	-6.212603	
188	1428.806	3.264261	8.805072	-6.543769	3.323847	8.806664	-6.212603	
189	1434.792	3.26426	8.805073	-6.54377	3.323847	8.806664	-6.212603	
190	1440.843	3.26426	8.805073	-6.54377	3.323847	8.806664	-6.212603	
191	1447.835	3.26426	8.805073	-6.54377	3.323847	8.806664	-6.212603	
192	1453.864	3.264255	8.80507	-6.543766	3.323847	8.806664	-6.212603	
193	1506.666	3.264255	8.80507	-6.543766	3.323847	8.806664	-6.212603	
194	1513.783	3.264258	8.805075	-6.54377	3.323847	8.806664	-6.212603	
195	1520.531	3.264258	8.805075	-6.54377	3.323847	8.806664	-6.212603	
196	1528.084	3.264258	8.805075	-6.54377	3.323847	8.806664	-6.212603	
197	1535.146	3.264255	8.805075	-6.543769	3.323847	8.806664	-6.212603	
198	1541.114	3.264255	8.805075	-6.543769	3.323847	8.806664	-6.212603	
199	1547.567	3.264255	8.805075	-6.543769	3.323847	8.806664	-6.212603	
200	1553.521	3.264259	8.805076	-6.543771	3.323847	8.806664	-6.212603	
201	1559.675	3.264259	8.805076	-6.543771	3.323847	8.806664	-6.212603	
202	1565.628	3.264259	8.805076	-6.543771	3.323847	8.806664	-6.212603	
203	1572.61	3.264259	8.805076	-6.543771	3.323847	8.806664	-6.212603	
204	1578.598	3.264261	8.805076	-6.543771	3.323847	8.806664	-6.212603	
205	1584.693	3.264261	8.805076	-6.543771	3.323847	8.806664	-6.212603	
206	1591.123	3.264261	8.805076	-6.543771	3.323847	8.806664	-6.212603	
207	1597.173	3.264261	8.805075	-6.543771	3.323847	8.806664	-6.212603	
208	1603.275	3.264261	8.805075	-6.543771	3.323847	8.806664	-6.212603	
209	1610.333	3.264261	8.805075	-6.543771	3.323847	8.806664	-6.212603	
210	1617.516	3.264261	8.805079	-6.543774	3.323847	8.806664	-6.212603	
211	1623.817	3.264261	8.805079	-6.543774	3.323847	8.806664	-6.212603	
212	1630.947	3.264261	8.805079	-6.543774	3.323847	8.806664	-6.212603	
213	1637.284	3.264261	8.805078	-6.543773	3.323847	8.806664	-6.212603	
214	1643.787	3.264261	8.805078	-6.543773	3.323847	8.806664	-6.212603	
215	1649.826	3.264261	8.805078	-6.543773	3.323847	8.806664	-6.212603	
216	1655.819	3.264261	8.805078	-6.543773	3.323847	8.806664	-6.212603	
217	1662.384	3.264261	8.805078	-6.543773	3.323847	8.806664	-6.212603	
218	1668.51	3.264261	8.805078	-6.543773	3.323847	8.806664	-6.212603	
219	1674.96	3.264264	8.805078	-6.543774	3.323847	8.806664	-6.212603	
220	1681.019	3.264264	8.805078	-6.543774	3.323847	8.806664	-6.212603	
221	1687.412	3.264264	8.805078	-6.543774	3.323847	8.806664	-6.212603	
222	1693.453	3.264262	8.805078	-6.543773	3.323847	8.806664	-6.212603	
223	1699.487	3.264262	8.805078	-6.543773	3.323847	8.806664	-6.212603	
224	1705.491	3.264262	8.805078	-6.543773	3.323847	8.806664	-6.212603	
225	1712.459	3.264262	8.805078	-6.543773	3.323847	8.806664	-6.212603	
226	1719.053	3.264263	8.805078	-6.543773	3.323847	8.806664	-6.212603	
227	1725.563	3.264263	8.805078	-6.543773	3.323847	8.806664	-6.212603	
228	1732.143	3.264263	8.805078	-6.543773	3.323847	8.806664	-6.212603	
229	1742.049	3.264263	8.805077	-6.543773	3.323847	8.806664	-6.212603	
230	1748.609	3.264263	8.805077	-6.543773	3.323847	8.806664	-6.212603	
231	1756.09	3.264263	8.805075	-6.543772	3.323847	8.806664	-6.212603	
232	1762.709	3.264263	8.805075	-6.543772	3.323847	8.806664	-6.212603	
233	1770.005	3.264263	8.805075	-6.543772	3.323847	8.806664	-6.212603	
234	1776.16	3.264264	8.805075	-6.543772	3.323847	8.806664	-6.212603	
235	1782.932	3.264264	8.805075	-6.543772	3.323847	8.806664	-6.212603	
236	1789.28	3.264264	8.805075	-6.543772	3.323847	8.806664	-6.212603	
237	1795.287	3.264262	8.805075	-6.543771	3.323847	8.806664	-6.212603	
238	1801.196	3.264262	8.805075	-6.543771	3.323847	8.806664	-6.212603	
239	1807.297	3.264262	8.805075	-6.543771	3.323847	8.806664	-6.212603	
240	1813.319	3.264262	8.805078	-6.543773	3.323847	8.806664	-6.212603	
241	1819.333	3.264262	8.805078	-6.543773	3.323847	8.806664	-6.212603	
242	1825.359	3.264262	8.805078	-6.543773	3.323847	8.806664	-6.212603	
243	1831.804	3.264262	8.805078	-6.543773	3.323847	8.806664	-6.212603	
244	1837.843	3.264261	8.805077	-6.543773	3.323847	8.806664	-6.212603	
245	1844.289	3.264261	8.805077	-6.543773	3.323847	8.806664	-6.212603	
246	1850.902	3.264261	8.805077	-6.543773	3.323847	8.806664	-6.212603	
247	1857.396	3.264261	8.805071	-6.543769	3.323847	8.806664	-6.212603	
248	1863.659	3.264261	8.805071	-6.543769	3.323847	8.806664	-6.212603	
249	1869.959	3.264261	8.805071	-6.543769	3.323847	8.806664	-6.212603	
250	1876.526	3.264261	8.805072	-6.543769	3.323847	8.806664	-6.212603	
251	1882.453	3.264261	8.805072	-6.543769	3.323847	8.806664	-6.212603	
252	1889.509	3.264261	8.805072	-6.543769	3.323847	8.806664	-6.212603	
253	1896.06	3.264262	8.805076	-6.543772	3.323847	8.806664	-6.212603	
254	1902.062	3.264262	8.805076	-6.543772	3.323847	8.806664	-6.212603	
255	1908.525	3.264262	8.805076	-6.543772	3.323847	8.806664	-6.212603	
256	1915.053	3.264263	8.805076	-6.543773	3.323847	8.806664	-6.212603	
257	1922.104	3.264263	8.805076	-6.543773	3.323847	8.806664	-6.212603	
258	1928.626	3.264263	8.805076	-6.543773	3.323847	8.806664	-6.212603	
