4/30/2019 10:28:16 AM	The file contains frame by frame data of location for 3 tracked objects 
The coordinate system is in Unity world coordinates.
-------------------------------------------------
FrameNumber	Timestamp	Target Number	TargetX	TargetY	TargetZ	HeadX	HeadY	HeadZ	HandX	HandY	HandZ	GazeX	GazeY	GazeZ	
3324	37651.59	1	7.7	10	-6.5	7.292875	10.14782	-6.313203	7.430769	9.855848	-6.145351	0.03593397	0	-0.03110683	
3325	37663	1	7.7	10	-6.5	7.290405	10.14829	-6.316416	7.429871	9.855533	-6.145732	0.03591895	0	-0.0311203	
3326	37674.25	1	7.7	10	-6.5	7.288046	10.14864	-6.319535	7.429091	9.855367	-6.145934	0.03590608	0	-0.03113437	
3327	37685.23	1	7.7	10	-6.5	7.286142	10.14907	-6.322315	7.42834	9.855157	-6.146345	0.0358963	0	-0.03114808	
3328	37696.89	1	7.7	10	-6.5	7.284543	10.14948	-6.324902	7.427372	9.855247	-6.146842	0.035887	0	-0.0311594	
3329	37707.4	1	7.7	10	-6.5	7.282776	10.14974	-6.327373	7.426198	9.855159	-6.147053	0.03587675	0	-0.03117037	
3330	37718.96	1	7.7	10	-6.5	7.28135	10.14993	-6.329684	7.425245	9.854849	-6.147566	0.03586888	0	-0.03118074	
3331	37730.3	1	7.7	10	-6.5	7.280031	10.15012	-6.331846	7.424096	9.854792	-6.147977	0.03586197	0	-0.03119111	
3332	37740.78	1	7.7	10	-6.5	7.278825	10.15017	-6.333845	7.423048	9.854611	-6.148513	0.03585625	0	-0.03120053	
3333	37752.95	1	7.7	10	-6.5	7.277811	10.15017	-6.335618	7.421634	9.854588	-6.148882	0.03585005	0	-0.03120899	
3334	37763.64	1	7.7	10	-6.5	7.276959	10.15011	-6.337246	7.420593	9.854428	-6.149203	0.03584695	0	-0.03121793	
3335	37775.32	1	7.7	10	-6.5	7.276077	10.14995	-6.338914	7.419415	9.854272	-6.149666	0.03584266	0	-0.03122616	
3336	37785.7	1	7.7	10	-6.5	7.27541	10.14979	-6.340301	7.418371	9.85409	-6.150143	0.03584099	0	-0.0312345	
3337	37797.3	1	7.7	10	-6.5	7.274765	10.14954	-6.341586	7.41729	9.853806	-6.150513	0.03583884	0	-0.03124154	
3338	37810.88	1	7.7	10	-6.5	7.274179	10.14936	-6.342796	7.416283	9.853674	-6.151159	0.03583622	0	-0.0312475	
3339	37819.42	1	7.7	10	-6.5	7.273829	10.14913	-6.343787	7.415814	9.85358	-6.151464	0.03583527	0	-0.03125286	
3340	37828.54	1	7.7	10	-6.5	7.273319	10.14898	-6.344538	7.415444	9.853607	-6.151585	0.03583264	0	-0.03125691	
3341	37839.75	1	7.7	10	-6.5	7.27292	10.14866	-6.345088	7.414964	9.853687	-6.152125	0.03583193	0	-0.03126097	
3342	37851.57	1	7.7	10	-6.5	7.272993	10.14834	-6.346035	7.41456	9.853617	-6.152899	0.03583479	0	-0.03126729	
3343	37862.29	1	7.7	10	-6.5	7.272845	10.14825	-6.346112	7.414012	9.853645	-6.153289	0.03583384	0	-0.03126717	
3344	37872.71	1	7.7	10	-6.5	7.272227	10.1483	-6.345302	7.413667	9.853729	-6.154186	0.03582978	0	-0.03126287	
3345	37884.36	1	7.7	10	-6.5	7.272272	10.14815	-6.345521	7.413143	9.85377	-6.154617	0.0358305	0	-0.03126526	
3346	37895.51	1	7.7	10	-6.5	7.272314	10.14812	-6.345244	7.412643	9.853767	-6.155042	0.03583097	0	-0.03126311	
3347	37906.86	1	7.7	10	-6.5	7.272149	10.14824	-6.34481	7.41234	9.853696	-6.155651	0.03582954	0	-0.03126037	
3348	37917.61	1	7.7	10	-6.5	7.272338	10.14826	-6.344718	7.411918	9.853733	-6.155978	0.03583145	0	-0.03125989	
3349	37929.29	1	7.7	10	-6.5	7.272439	10.1484	-6.344531	7.411502	9.853697	-6.156227	0.0358305	0	-0.03125882	
3350	37940.17	1	7.7	10	-6.5	7.272368	10.14861	-6.344216	7.411267	9.853631	-6.156568	0.03582954	0	-0.03125679	
3351	37951.5	1	7.7	10	-6.5	7.272474	10.14875	-6.344333	7.411066	9.85363	-6.15677	0.03582859	0	-0.03125668	
3352	37962.47	1	7.7	10	-6.5	7.272355	10.14892	-6.344402	7.410906	9.853688	-6.156923	0.03582811	0	-0.03125668	
3353	37973.97	1	7.7	10	-6.5	7.272308	10.14917	-6.344409	7.410789	9.853631	-6.157188	0.03582692	0	-0.03125584	
