4/14/2019 1:05:09 AM	The file contains frame by frame data of location for 3 tracked objects 
The coordinate system is in Unity world coordinates.
-------------------------------------------------
FrameNumber	Timestamp	Target Number	TargetX	TargetY	TargetZ	HeadX	HeadY	HeadZ	HandX	HandY	HandZ	
209	2823.339	0	0	0	0	7.040804	10.21056	-6.915852	7.895878	9.826926	-6.919969	
210	2830.806	0	0	0	0	7.041258	10.21064	-6.916115	7.895833	9.826801	-6.919922	
211	2838.353	0	0	0	0	7.041672	10.21063	-6.916446	7.895827	9.826826	-6.919892	
212	2849.409	0	0	0	0	7.041774	10.21075	-6.916552	7.895833	9.826794	-6.919852	
213	2860.411	0	0	0	0	7.04206	10.21091	-6.916712	7.895941	9.826951	-6.919918	
214	2871.74	0	0	0	0	7.042265	10.21106	-6.916942	7.895937	9.826924	-6.919971	
215	2883.203	0	0	0	0	7.042246	10.21101	-6.916991	7.895911	9.826916	-6.920024	
216	2894.708	0	0	0	0	7.042351	10.21088	-6.917017	7.895892	9.826826	-6.920008	
217	2907.169	0	0	0	0	7.04241	10.21087	-6.916974	7.895897	9.826835	-6.919946	
218	2917.378	0	0	0	0	7.042634	10.21091	-6.916896	7.895887	9.826843	-6.919864	
219	2927.542	0	0	0	0	7.042876	10.21114	-6.916836	7.895951	9.827104	-6.919956	
220	2941.55	0	0	0	0	7.04316	10.21136	-6.916948	7.895911	9.827114	-6.920038	
221	2950.586	0	0	0	0	7.043207	10.21172	-6.916825	7.895869	9.827198	-6.920084	
222	2961.615	0	0	0	0	7.04335	10.212	-6.916757	7.895817	9.827153	-6.920085	
223	2973.977	0	0	0	0	7.043409	10.21228	-6.916677	7.895996	9.827119	-6.920053	
224	2984.986	0	0	0	0	7.043477	10.21255	-6.916572	7.896039	9.827122	-6.920039	
225	2996.478	0	0	0	0	7.04353	10.21274	-6.916515	7.895867	9.826927	-6.919948	
226	3007.512	0	0	0	0	7.043607	10.21281	-6.916442	7.895934	9.826831	-6.919989	
227	3107.512	0	0	0	0	7.043428	10.21323	-6.916384	7.896067	9.826981	-6.920074	
