4/14/2019 1:34:50 AM	The file contains frame by frame data of location for 3 tracked objects 
The coordinate system is in Unity world coordinates.
-------------------------------------------------
FrameNumber	Timestamp	Target Number	TargetX	TargetY	TargetZ	HeadX	HeadY	HeadZ	HandX	HandY	HandZ	
224	3101.72	0	0	0	0	7.051883	10.16232	-6.705204	7.242337	9.922903	-6.433889	
225	3111.409	0	0	0	0	7.064616	10.215	-6.732425	7.243392	9.926568	-6.437084	
226	3118.249	0	0	0	0	7.064483	10.21503	-6.732061	7.243885	9.928407	-6.438634	
227	3129.154	0	0	0	0	7.064631	10.21507	-6.732162	7.24403	9.929838	-6.440147	
228	3140.247	0	0	0	0	7.064554	10.21498	-6.732033	7.244558	9.931694	-6.441792	
229	3151.336	0	0	0	0	7.064569	10.21492	-6.731974	7.245146	9.933423	-6.443552	
230	3162.427	0	0	0	0	7.064654	10.21499	-6.732045	7.245648	9.934717	-6.445103	
231	3173.781	0	0	0	0	7.064536	10.21493	-6.731949	7.24648	9.935939	-6.446803	
232	3185.592	0	0	0	0	7.064405	10.21493	-6.731931	7.247124	9.937243	-6.44863	
233	3195.959	0	0	0	0	7.064469	10.21506	-6.732008	7.247555	9.938075	-6.450051	
234	3207.199	0	0	0	0	7.064363	10.21512	-6.731951	7.248254	9.939147	-6.451629	
235	3219.006	0	0	0	0	7.064308	10.21515	-6.73201	7.248604	9.939939	-6.453239	
236	3229.352	0	0	0	0	7.064409	10.21523	-6.732176	7.248997	9.940644	-6.454771	
237	3241.346	0	0	0	0	7.064326	10.21524	-6.732158	7.249393	9.941439	-6.456376	
238	3252.107	0	0	0	0	7.064257	10.21527	-6.732201	7.249675	9.941964	-6.457991	
239	3263.027	0	0	0	0	7.064196	10.21529	-6.732099	7.250185	9.942505	-6.459451	
240	3274.785	0	0	0	0	7.064036	10.21539	-6.732019	7.250634	9.942928	-6.461119	
241	3285.708	0	0	0	0	7.06393	10.21545	-6.732036	7.250937	9.9433	-6.462846	
242	3296.772	0	0	0	0	7.064013	10.21553	-6.732194	7.251283	9.943614	-6.464482	
243	3307.662	0	0	0	0	7.06391	10.21562	-6.732097	7.251575	9.943829	-6.466162	
244	3321.063	0	0	0	0	7.063962	10.21569	-6.732093	7.25187	9.944077	-6.467911	
245	3330.742	0	0	0	0	7.063973	10.21571	-6.732125	7.252101	9.944157	-6.469625	
246	3341.306	0	0	0	0	7.063807	10.21575	-6.731997	7.2525	9.944246	-6.471302	
247	3352.446	0	0	0	0	7.063752	10.21577	-6.731926	7.252802	9.944452	-6.473085	
248	3363.481	0	0	0	0	7.06365	10.2158	-6.731852	7.253051	9.944665	-6.474849	
249	3374.978	0	0	0	0	7.063427	10.21583	-6.731732	7.253215	9.945055	-6.476652	
250	3386.108	0	0	0	0	7.063387	10.2158	-6.731727	7.253411	9.945386	-6.47857	
251	3397.224	0	0	0	0	7.063327	10.21572	-6.731806	7.253669	9.945807	-6.480453	
252	3408.566	0	0	0	0	7.063119	10.21562	-6.731782	7.253832	9.946265	-6.482222	
253	3420.059	0	0	0	0	7.063091	10.21539	-6.731812	7.253973	9.946726	-6.484374	
254	3430.445	0	0	0	0	7.06301	10.21518	-6.731886	7.254102	9.947058	-6.486181	
255	3442.279	0	0	0	0	7.062775	10.21495	-6.731965	7.254341	9.947549	-6.488101	
256	3453.176	0	0	0	0	7.062775	10.21452	-6.732221	7.254503	9.947947	-6.48999	
257	3464.553	0	0	0	0	7.062632	10.21395	-6.732572	7.254881	9.948357	-6.491767	
258	3475.486	0	0	0	0	7.062387	10.21313	-6.732903	7.255407	9.948562	-6.493553	
259	3486.963	0	0	0	0	7.062362	10.2121	-6.733232	7.255562	9.94875	-6.495252	
260	3497.783	0	0	0	0	7.062138	10.21089	-6.733584	7.256007	9.949092	-6.496798	
261	3508.995	0	0	0	0	7.061777	10.20967	-6.73365	7.256523	9.949406	-6.498354	
262	3520.775	0	0	0	0	7.06185	10.20857	-6.733768	7.256787	9.949688	-6.499851	
263	3531.257	0	0	0	0	7.061736	10.20756	-6.733929	7.257222	9.950207	-6.501091	
264	3542.055	0	0	0	0	7.06165	10.20663	-6.733889	7.257727	9.95076	-6.502516	
