4/14/2019 1:47	The file contains frame by frame data of location for 3 tracked objects 													
The coordinate system is in Unity world coordinates.														
-------------------------------------------------														
FrameNumber	Timestamp	Target Number	TargetX	TargetY	TargetZ	HeadX	HeadY	HeadZ	HandX	HandY	HandZ	GazeX	GazeY	GazeZ
4003	45301.99	-1	6.5	10	-6.2	6.778891	10.17589	-6.884433	6.562911	9.973185	-6.312778	6.593444	10.02988	-6.391331
4004	45313.27	-1	6.5	10	-6.2	6.778421	10.1757	-6.884065	6.563215	9.971932	-6.313876	6.593444	10.02988	-6.391331
4005	45329.72	-1	6.5	10	-6.2	6.778108	10.17545	-6.883749	6.564548	9.969564	-6.31626	6.607009	10.01912	-6.392035
4006	45335.53	-1	6.5	10	-6.2	6.777865	10.17514	-6.883505	6.56492	9.96866	-6.31694	6.607233	10.01896	-6.392306
4007	45343.59	-1	6.5	10	-6.2	6.77763	10.17487	-6.883158	6.565856	9.967523	-6.318165	6.608406	10.01752	-6.392585
4008	45354.84	-1	6.5	10	-6.2	6.777558	10.17453	-6.882976	6.56737	9.96575	-6.320134	6.609622	10.01705	-6.394856
4009	45365.87	-1	6.5	10	-6.2	6.777701	10.17412	-6.882803	6.569414	9.963817	-6.322473	6.612667	10.01508	-6.396641
4010	45377.39	-1	6.5	10	-6.2	6.777997	10.17374	-6.882889	6.571341	9.961963	-6.324844	6.615034	10.01385	-6.398319
4011	45388.22	-1	6.5	10	-6.2	6.778451	10.17333	-6.883001	6.57358	9.960057	-6.327593	6.617567	10.01264	-6.400398
4012	45399.24	-1	6.5	10	-6.2	6.77907	10.17296	-6.883125	6.576131	9.958212	-6.3308	6.620449	10.01137	-6.402982
4013	45410.46	-1	6.5	10	-6.2	6.779779	10.17269	-6.88349	6.579203	9.95677	-6.334348	6.621817	10.0117	-6.406228
4014	45421.86	-1	6.5	10	-6.2	6.780519	10.17253	-6.883892	6.582201	9.955356	-6.337709	6.626894	10.00928	-6.409086
4015	45432.97	-1	6.5	10	-6.2	6.781463	10.17247	-6.884331	6.585845	9.953825	-6.341797	6.628483	10.00964	-6.412976
4016	45443.9	-1	6.5	10	-6.2	6.782638	10.17249	-6.885	6.589935	9.952719	-6.345735	6.634233	10.00796	-6.416343
4017	45455.36	-1	6.5	10	-6.2	6.783879	10.17258	-6.885604	6.593916	9.951442	-6.349444	6.635828	10.0084	-6.42015
4018	45466.39	-1	6.5	10	-6.2	6.785247	10.17273	-6.8862	6.598575	9.949874	-6.353451	6.641862	10.00791	-6.422433
4019	45477.7	-1	6.5	10	-6.2	6.786915	10.17302	-6.886876	6.603137	9.948412	-6.357459	6.643544	10.00828	-6.426616
4020	45488.6	-1	6.5	10	-6.2	6.788639	10.17338	-6.887643	6.608207	9.947445	-6.3617	6.650116	10.0088	-6.428629
4021	45499.85	-1	6.5	10	-6.2	6.790677	10.17377	-6.888491	6.613901	9.946359	-6.36612	6.652209	10.00947	-6.433566
4022	45511.28	-1	6.5	10	-6.2	6.79266	10.17422	-6.88935	6.619972	9.945662	-6.370618	6.66022	10.00976	-6.435972
4023	45522.46	-1	6.5	10	-6.2	6.794736	10.17463	-6.890283	6.626104	9.945115	-6.374959	6.662506	10.01069	-6.441102
4024	45533.97	-1	6.5	10	-6.2	6.797292	10.17516	-6.891215	6.632488	9.944474	-6.379568	6.671565	10.01117	-6.443006
4025	45544.84	-1	6.5	10	-6.2	6.799872	10.17558	-6.892288	6.639344	9.943911	-6.384053	6.673947	10.01218	-6.448413
4026	45555.64	-1	6.5	10	-6.2	6.802835	10.17599	-6.893381	6.646312	9.943354	-6.388514	6.684685	10.0132	-6.448915
4027	45566.89	-1	6.5	10	-6.2	6.805918	10.17642	-6.894481	6.653843	9.942674	-6.393078	6.687107	10.01421	-6.45453
4028	45578.04	-1	6.5	10	-6.2	6.809072	10.17679	-6.895631	6.661252	9.941906	-6.397699	6.699766	10.01449	-6.454699
4029	45589.92	-1	6.5	10	-6.2	6.812446	10.17715	-6.896897	6.66907	9.940772	-6.402586	6.702124	10.01536	-6.46041
4030	45600.52	-1	6.5	10	-6.2	6.81594	10.17748	-6.898104	6.676786	9.939461	-6.407331	6.716294	10.01427	-6.460654
4031	45611.79	-1	6.5	10	-6.2	6.819599	10.17791	-6.899457	6.684785	9.937836	-6.41254	6.718537	10.01497	-6.46649
4032	45622.84	-1	6.5	10	-6.2	6.823436	10.17842	-6.900708	6.692709	9.936131	-6.417716	6.733793	10.01387	-6.465349
4033	45633.92	-1	6.5	10	-6.2	6.827302	10.17889	-6.90191	6.700815	9.934309	-6.423263	6.735919	10.01455	-6.47153
4034	45645.25	-1	6.5	10	-6.2	6.831391	10.17943	-6.90313	6.70904	9.932355	-6.428666	6.752285	10.01387	-6.467204
4035	45656.51	-1	6.5	10	-6.2	6.835684	10.17993	-6.904396	6.717409	9.930753	-6.434183	6.754269	10.01477	-6.47397
4036	45667.5	-1	6.5	10	-6.2	6.840121	10.18032	-6.905728	6.725711	9.929206	-6.439631	6.772727	10.01334	-6.466302
4037	45678.8	-1	6.5	10	-6.2	6.844673	10.18076	-6.907142	6.73419	9.928112	-6.44501	6.774545	10.01479	-6.474314
4038	45690.52	-1	6.5	10	-6.2	6.849636	10.18116	-6.908685	6.742759	9.92731	-6.450303	6.794908	10.01169	-6.462998
4039	45701.57	-1	6.5	10	-6.2	6.854927	10.18153	-6.910262	6.75146	9.926798	-6.455688	6.796383	10.01423	-6.474059
4040	45712.87	-1	6.5	10	-6.2	6.860365	10.18196	-6.911757	6.759929	9.926607	-6.460779	6.661921	6.859659	4.75
4041	45724.14	-1	6.5	10	-6.2	6.866138	10.18239	-6.91327	6.768105	9.926683	-6.465485	6.821886	10.01094	-6.462673
4042	45735.31	-1	6.5	10	-6.2	6.872106	10.18272	-6.914845	6.776158	9.926826	-6.470421	6.82275	10.01498	-6.478086
4043	45746.71	-1	6.5	10	-6.2	6.87833	10.18321	-6.916559	6.783906	9.926924	-6.475219	6.982278	9.998313	-6.209116
4044	45758.38	-1	6.5	10	-6.2	6.88463	10.18372	-6.918324	6.791418	9.927224	-6.47975	7.618803	6.973762	4.75
4045	45769.55	-1	6.5	10	-6.2	6.891314	10.18412	-6.920434	6.79854	9.92766	-6.484102	6.997284	10.00204	-6.21971
4046	45780.69	-1	6.5	10	-6.2	6.898207	10.18461	-6.922791	6.805515	9.928228	-6.488495	6.994389	10.00194	-6.219099
4047	45792.08	-1	6.5	10	-6.2	6.905238	10.18516	-6.925204	6.811939	9.929306	-6.49241	9.579877	7.009835	4.75
4048	45803.48	-1	6.5	10	-6.2	6.912315	10.18568	-6.927618	6.818301	9.930153	-6.496201	7.013887	10.0003	-6.214389
4049	45814.97	-1	6.5	10	-6.2	6.919459	10.1863	-6.93025	6.824448	9.931207	-6.500176	10.6094	6.972933	4.75
4050	45826.33	-1	6.5	10	-6.2	6.926614	10.18703	-6.933033	6.830036	9.932716	-6.503776	10.25657	6.974414	4.75
4051	45837.91	-1	6.5	10	-6.2	6.933554	10.18781	-6.935855	6.835464	9.933749	-6.507344	11.73751	6.956409	4.75
4052	45849.53	-1	6.5	10	-6.2	6.940384	10.1887	-6.938946	6.840875	9.934918	-6.511129	11.37084	6.955283	4.75
4053	45860.3	-1	6.5	10	-6.2	6.946869	10.18956	-6.94213	6.845982	9.936203	-6.514676	12.86328	6.947012	4.75
4054	45871.63	-1	6.5	10	-6.2	6.953297	10.19034	-6.945371	6.850924	9.937239	-6.518149	12.48504	6.952849	4.75
4055	45882.98	-1	6.5	10	-6.2	6.959456	10.19111	-6.948517	6.855608	9.938231	-6.521465	13.99352	6.913747	4.75
4056	45894.15	-1	6.5	10	-6.2	6.96538	10.19169	-6.95204	6.860165	9.939402	-6.524471	13.60104	6.933753	4.749999
4057	45905.32	-1	6.5	10	-6.2	6.970686	10.19214	-6.955593	6.864495	9.940122	-6.527302	15.30688	6.902173	4.75
4058	45916.38	-1	6.5	10	-6.2	6.975922	10.19264	-6.959061	6.868756	9.940964	-6.530043	14.91243	6.926956	4.75
4059	45927.82	-1	6.5	10	-6.2	6.980402	10.19311	-6.962477	6.872656	9.941993	-6.532273	14.56972	6.951229	4.75
4060	45939.03	-1	6.5	10	-6.2	6.984703	10.19335	-6.965659	6.876543	9.942826	-6.53426	14.25334	6.983217	4.75
4061	45950.2	-1	6.5	10	-6.2	6.988886	10.19371	-6.968545	6.880142	9.943776	-6.536115	13.95999	7.004484	4.75
4062	45961.02	-1	6.5	10	-6.2	6.992381	10.19389	-6.971675	6.883567	9.944795	-6.537729	13.70038	7.037484	4.749999
4063	45972.39	-1	6.5	10	-6.2	6.995975	10.19396	-6.974532	6.88695	9.945662	-6.539454	13.44998	7.071004	4.75
4064	45983.49	-1	6.5	10	-6.2	6.998886	10.19414	-6.976828	6.889986	9.94633	-6.540949	13.25201	7.091651	4.750001
4065	45994.96	-1	6.5	10	-6.2	7.001549	10.19423	-6.979546	6.892842	9.947038	-6.542406	18.56975	6.412934	4.75
4066	46006.46	-1	6.5	10	-6.2	7.004017	10.19415	-6.981796	6.895548	9.94731	-6.543741	18.29259	6.460585	4.75
4067	46017.16	-1	6.5	10	-6.2	7.00607	10.19424	-6.983594	6.898251	9.947737	-6.544991	18.75435	6.278594	4.75
4068	46028.16	-1	6.5	10	-6.2	7.007559	10.19421	-6.985638	6.900631	9.948025	-6.546124	18.54256	6.321061	4.75
4069	46039.52	-1	6.5	10	-6.2	7.009224	10.1942	-6.987398	6.903003	9.948166	-6.546895	18.34113	6.356611	4.75
4070	46050.64	-1	6.5	10	-6.2	7.010578	10.19421	-6.988738	6.905343	9.948469	-6.547654	18.18519	6.381459	4.75
4071	46061.79	-1	6.5	10	-6.2	7.011364	10.19416	-6.990039	6.907495	9.948815	-6.548198	18.06663	6.409092	4.75
4072	46072.9	-1	6.5	10	-6.2	7.012379	10.19414	-6.991236	6.909651	9.949055	-6.548567	17.94199	6.433139	4.75
4073	46083.9	-1	6.5	10	-6.2	7.012896	10.19408	-6.9918	6.911629	9.94935	-6.549079	17.91651	6.114657	4.75
4074	46095.16	-1	6.5	10	-6.2	7.013263	10.19395	-6.992631	6.913388	9.949717	-6.549319	17.84978	6.138729	4.75
4075	46106.41	-1	6.5	10	-6.2	7.013471	10.19393	-6.993181	6.915157	9.949986	-6.549711	17.80796	6.151122	4.75
4076	46117.87	-1	6.5	10	-6.2	7.013319	10.19378	-6.993341	6.916729	9.950121	-6.550082	17.80821	6.163507	4.75
4077	46128.99	-1	6.5	10	-6.2	7.013115	10.19363	-6.993692	6.918174	9.950307	-6.550294	17.10601	6.140022	4.75
4078	46139.68	-1	6.5	10	-6.2	7.012777	10.19359	-6.993898	6.919403	9.950187	-6.550437	17.11508	6.146277	4.75
4079	46151.1	-1	6.5	10	-6.2	7.012203	10.19335	-6.993838	6.920501	9.950086	-6.550573	16.55405	6.175257	4.75
4080	46162.92	-1	6.5	10	-6.2	7.011399	10.19314	-6.993738	6.921407	9.950065	-6.550682	16.60316	6.184772	4.75
4081	46173.59	-1	6.5	10	-6.2	7.010396	10.19315	-6.993508	6.922056	9.949793	-6.550698	15.92144	6.206449	4.75
4082	46184.65	-1	6.5	10	-6.2	7.009354	10.19288	-6.993242	6.922661	9.949694	-6.550745	15.98883	6.216337	4.75
4083	46195.76	-1	6.5	10	-6.2	7.008132	10.19266	-6.992837	6.923099	9.949461	-6.550804	15.24803	6.254423	4.75
4084	46207.1	-1	6.5	10	-6.2	7.006422	10.19256	-6.992265	6.923398	9.94908	-6.550815	15.35953	6.249732	4.749999
4085	46218.05	-1	6.5	10	-6.2	7.004712	10.19226	-6.991796	6.923501	9.948823	-6.550601	14.57007	6.272774	4.75
4086	46229.34	-1	6.5	10	-6.2	7.002757	10.19203	-6.991135	6.923345	9.948177	-6.550781	14.69259	6.27324	4.75
4087	46240.59	-1	6.5	10	-6.2	7.0006	10.19187	-6.990448	6.923337	9.947488	-6.550831	13.85038	6.268089	4.75
4088	46251.62	-1	6.5	10	-6.2	6.998405	10.19156	-6.989845	6.923162	9.946773	-6.550845	13.47472	6.277719	4.75
4089	46263.02	-1	6.5	10	-6.2	6.995852	10.19128	-6.989088	6.922853	9.946035	-6.550982	13.62172	6.279094	4.75
4090	46274.16	-1	6.5	10	-6.2	6.993445	10.19118	-6.98841	6.922543	9.945292	-6.550926	12.72416	6.276758	4.75
4091	46285.08	-1	6.5	10	-6.2	6.990878	10.19079	-6.987924	6.92223	9.94467	-6.550851	12.85933	6.287436	4.75
4092	46295.97	-1	6.5	10	-6.2	6.988374	10.19055	-6.987324	6.921758	9.944071	-6.550889	11.98007	6.303614	4.75
4093	46307.71	-1	6.5	10	-6.2	6.985892	10.19047	-6.986837	6.921315	9.943487	-6.550894	12.10676	6.299537	4.750001
4094	46318.95	-1	6.5	10	-6.2	6.983699	10.19015	-6.986635	6.920801	9.942973	-6.550866	12.10676	6.299537	4.750001
4095	46330.01	-1	6.5	10	-6.2	6.981536	10.18994	-6.986187	6.92024	9.942469	-6.550934	12.10676	6.299537	4.750001
4096	46341.2	-1	6.5	10	-6.2	6.979549	10.18991	-6.985886	6.919766	9.942237	-6.55105	12.10676	6.299537	4.750001
4097	46352.07	-1	6.5	10	-6.2	6.977903	10.18967	-6.985781	6.919121	9.941938	-6.551081	12.10676	6.299537	4.750001
4098	46363.12	-1	6.5	10	-6.2	6.976597	10.18954	-6.985353	6.918493	9.941644	-6.550983	12.10676	6.299537	4.750001
4099	46374.57	-1	6.5	10	-6.2	6.975389	10.18946	-6.985327	6.917887	9.941361	-6.550858	12.10676	6.299537	4.750001
4100	46385.73	-1	6.5	10	-6.2	6.974099	10.18928	-6.984989	6.91722	9.940986	-6.550707	12.10676	6.299537	4.750001
4101	46396.75	-1	6.5	10	-6.2	6.97328	10.18916	-6.984537	6.916646	9.940579	-6.55051	12.10676	6.299537	4.750001
4102	46408.22	-1	6.5	10	-6.2	6.972577	10.18906	-6.984551	6.91604	9.940047	-6.550308	12.10676	6.299537	4.750001
4103	46419.09	-1	6.5	10	-6.2	6.971684	10.18893	-6.98417	6.915264	9.939644	-6.55	12.10676	6.299537	4.750001
4104	46430.29	-1	6.5	10	-6.2	6.971269	10.18879	-6.983736	6.914599	9.939121	-6.549731	12.10676	6.299537	4.750001
4105	46441.48	-1	6.5	10	-6.2	6.970795	10.18871	-6.983632	6.913929	9.938467	-6.549353	5.692113	10.49838	4.75
4106	46452.65	-1	6.5	10	-6.2	6.970142	10.18858	-6.98322	6.913221	9.937992	-6.548864	5.709361	10.5025	4.75
4107	46463.91	-1	6.5	10	-6.2	6.969877	10.18848	-6.982765	6.912498	9.937449	-6.548604	5.71548	10.50558	4.75
4108	46475.7	-1	6.5	10	-6.2	6.969618	10.18843	-6.982572	6.911838	9.936818	-6.548254	5.722248	10.50708	4.75
4109	46486.21	-1	6.5	10	-6.2	6.969162	10.1884	-6.982084	6.911077	9.936285	-6.547865	5.618111	10.46721	4.75
4110	46497.17	-1	6.5	10	-6.2	6.968927	10.18836	-6.981622	6.910342	9.935666	-6.547612	5.623268	10.46871	4.75
4111	46508.8	-1	6.5	10	-6.2	6.968577	10.18834	-6.981229	6.909778	9.935088	-6.54731	5.631945	10.46931	4.75
4112	46519.55	-1	6.5	10	-6.2	6.968164	10.18839	-6.980729	6.909129	9.934552	-6.546766	5.642058	10.4684	4.75
4113	46530.81	-1	6.5	10	-6.2	6.967787	10.18838	-6.980298	6.908461	9.933944	-6.54638	5.651423	10.46886	4.749999
4114	46542.06	-1	6.5	10	-6.2	6.967396	10.18843	-6.979792	6.908006	9.933295	-6.545908	5.660953	10.46792	4.75
4115	46553.08	-1	6.5	10	-6.2	6.966965	10.18848	-6.979268	6.907423	9.932613	-6.545158	5.67158	10.4667	4.749999
4116	46564.41	-1	6.5	10	-6.2	6.966495	10.18849	-6.978855	6.906903	9.931847	-6.544639	5.68373	10.46688	4.75
4117	46575.64	-1	6.5	10	-6.2	6.966112	10.18851	-6.97841	6.906514	9.930872	-6.544075	5.693282	10.46655	4.75
4118	46586.65	-1	6.5	10	-6.2	6.965641	10.18856	-6.977932	6.906209	9.929922	-6.543736	5.705279	10.46546	4.75
4119	46598.32	-1	6.5	10	-6.2	6.965067	10.18857	-6.977527	6.905834	9.928944	-6.543171	5.7205	10.46543	4.75
4120	46609.08	-1	6.5	10	-6.2	6.964558	10.18858	-6.976933	6.905486	9.927875	-6.542592	5.73333	10.46542	4.75
4121	46619.98	-1	6.5	10	-6.2	6.964081	10.18861	-6.976418	6.905118	9.926992	-6.542003	5.745489	10.46512	4.75
4122	46631.49	-1	6.5	10	-6.2	6.963537	10.18859	-6.975973	6.904853	9.926145	-6.54137	5.759811	10.4658	4.75
4123	46642.57	-1	6.5	10	-6.2	6.962995	10.18866	-6.975291	6.904634	9.925315	-6.540794	5.77343	10.46445	4.75
4124	46653.86	-1	6.5	10	-6.2	6.962467	10.18866	-6.974742	6.9042	9.924658	-6.540053	5.787082	10.46475	4.75
4125	46665.3	-1	6.5	10	-6.2	6.961862	10.18864	-6.97426	6.903916	9.923869	-6.539373	5.803188	10.46555	4.75
4126	46676.76	-1	6.5	10	-6.2	6.961309	10.18861	-6.97363	6.903726	9.923091	-6.538725	5.817381	10.46681	4.75
4127	46687.07	-1	6.5	10	-6.2	6.960765	10.18862	-6.97308	6.903354	9.922432	-6.537991	5.831621	10.46694	4.75
4128	46698.7	-1	6.5	10	-6.2	6.960237	10.18857	-6.972613	6.903196	9.9217	-6.537227	5.845647	10.46865	4.75
4129	46709.63	-1	6.5	10	-6.2	6.959727	10.18852	-6.972041	6.903008	9.920868	-6.536572	5.858905	10.47055	4.750001
4130	46720.84	-1	6.5	10	-6.2	6.959202	10.18853	-6.971461	6.902651	9.920296	-6.53579	5.872598	10.47076	4.75
4131	46731.89	-1	6.5	10	-6.2	6.958663	10.18849	-6.970911	6.902485	9.91965	-6.535126	5.886859	10.47226	4.750001
4132	46743.05	-1	6.5	10	-6.2	6.958164	10.18841	-6.970235	6.902309	9.918895	-6.53446	5.899614	10.475	4.75
4133	46754.46	-1	6.5	10	-6.2	6.95771	10.18836	-6.969578	6.902087	9.918341	-6.53373	5.911177	10.47698	4.75
4134	46766.23	-1	6.5	10	-6.2	6.957304	10.18829	-6.968955	6.901976	9.917839	-6.533002	5.921455	10.47964	4.75
4135	46776.49	-1	6.5	10	-6.2	6.956892	10.18816	-6.96822	6.901886	9.917275	-6.532248	5.931648	10.4838	4.750001
4136	46788.14	-1	6.5	10	-6.2	6.956537	10.18805	-6.967598	6.9018	9.916813	-6.53151	5.940468	10.48763	4.75
4137	46799.02	-1	6.5	10	-6.2	6.956195	10.18791	-6.96703	6.901855	9.916377	-6.53079	5.949089	10.49205	4.75
4138	46810.36	-1	6.5	10	-6.2	6.955899	10.18778	-6.966385	6.901846	9.91595	-6.530038	5.956206	10.49647	4.75
4139	46821.64	-1	6.5	10	-6.2	6.955612	10.18767	-6.965764	6.9018	9.915555	-6.529242	5.963122	10.50034	4.75
4140	46833.19	-1	6.5	10	-6.2	6.95545	10.18759	-6.965164	6.901873	9.915131	-6.528502	5.966413	10.50313	4.75
4141	46843.45	-1	6.5	10	-6.2	6.955236	10.18748	-6.964527	6.901902	9.914676	-6.52786	5.971137	10.50687	4.75
4142	46854.73	-1	6.5	10	-6.2	6.955024	10.18739	-6.963882	6.901821	9.914261	-6.527173	5.975826	10.51	4.750001
4143	46866.13	-1	6.5	10	-6.2	6.954886	10.18729	-6.963282	6.901751	9.913774	-6.526727	5.978445	10.51342	4.749999
4144	46877.22	-1	6.5	10	-6.2	6.954714	10.18721	-6.962622	6.90172	9.913218	-6.526171	5.981931	10.51653	4.749999
4145	46888.33	-1	6.5	10	-6.2	6.954563	10.18714	-6.961991	6.901642	9.912815	-6.525565	5.98486	10.5192	4.750001
4146	46899.72	-1	6.5	10	-6.2	6.954409	10.18707	-6.961463	6.901541	9.912341	-6.525162	5.98817	10.52153	4.75
4147	46910.73	-1	6.5	10	-6.2	6.954278	10.18699	-6.960755	6.901497	9.91185	-6.524436	5.990313	10.52454	4.749999
4148	46921.61	-1	6.5	10	-6.2	6.954212	10.18691	-6.96016	6.901458	9.911474	-6.523749	9.198889	6.591631	4.75
4149	46932.77	-1	6.5	10	-6.2	6.954273	10.18682	-6.959596	6.901575	9.911063	-6.523028	9.200406	6.58888	4.75
4150	46944.26	-1	6.5	10	-6.2	6.954277	10.18672	-6.959106	6.901611	9.9106	-6.522426	9.218653	6.59015	4.75
4151	46955.13	-1	6.5	10	-6.2	6.954243	10.18668	-6.958535	6.90158	9.910188	-6.521806	9.223262	6.585864	4.75
4152	46966.41	-1	6.5	10	-6.2	6.954347	10.18662	-6.958038	6.901724	9.909789	-6.521316	9.241796	6.578914	4.75
4153	46977.94	-1	6.5	10	-6.2	6.954382	10.18655	-6.957533	6.901723	9.909402	-6.520691	9.243834	6.576265	4.75
4154	46988.95	-1	6.5	10	-6.2	6.954373	10.18654	-6.956979	6.9017	9.909073	-6.52011	9.264459	6.569404	4.75
4155	46999.78	-1	6.5	10	-6.2	6.954479	10.18653	-6.956502	6.901686	9.908643	-6.519732	9.264112	6.565067	4.750001
4156	47011.07	-1	6.5	10	-6.2	6.954559	10.18648	-6.956039	6.901805	9.908304	-6.519265	9.281624	6.571136	4.75
4157	47022.43	-1	6.5	10	-6.2	6.954608	10.18648	-6.955525	6.901928	9.907979	-6.518703	9.283335	6.566006	4.75
4158	47033.59	-1	6.5	10	-6.2	6.954675	10.18643	-6.955094	6.902084	9.907661	-6.518136	9.298843	6.568021	4.749999
4159	47044.84	-1	6.5	10	-6.2	6.954744	10.1864	-6.954577	6.902197	9.907298	-6.517634	9.29994	6.563776	4.750001
4160	47055.63	-1	6.5	10	-6.2	6.954798	10.18638	-6.95411	6.902306	9.906963	-6.517136	9.31084	6.570313	4.75
4161	47066.76	-1	6.5	10	-6.2	6.954895	10.18635	-6.953715	6.902492	9.906603	-6.516647	9.310312	6.567339	4.75
4162	47078.65	-1	6.5	10	-6.2	6.954993	10.18629	-6.953238	6.90259	9.90626	-6.516263	9.310241	6.564577	4.749999
4163	47089.2	-1	6.5	10	-6.2	6.955105	10.18628	-6.952783	6.902575	9.906064	-6.515693	9.331736	6.559637	4.75
4164	47100.51	-1	6.5	10	-6.2	6.955262	10.18623	-6.952394	6.902595	9.905758	-6.515426	9.329255	6.557501	4.75
4165	47111.7	-1	6.5	10	-6.2	6.955401	10.18618	-6.95197	6.902689	9.905429	-6.514966	9.348355	6.56326	4.75
4166	47122.73	-1	6.5	10	-6.2	6.955518	10.18615	-6.95155	6.902867	9.905079	-6.514529	9.347386	6.560065	4.750001
4167	47133.87	-1	6.5	10	-6.2	6.955618	10.18601	-6.951168	6.902922	9.904704	-6.514102	9.364901	6.563219	4.749999
4168	47145.17	-1	6.5	10	-6.2	6.955733	10.18594	-6.950739	6.903059	9.904357	-6.513717	9.364057	6.561124	4.75
4169	47156.58	-1	6.5	10	-6.2	6.955819	10.18589	-6.950309	6.903117	9.904119	-6.513206	9.378654	6.561885	4.75
4170	47167.49	-1	6.5	10	-6.2	6.955895	10.18583	-6.949981	6.903368	9.903934	-6.512743	9.378381	6.560451	4.75
4171	47179.38	-1	6.5	10	-6.2	6.955956	10.18583	-6.9495	6.90347	9.903771	-6.512101	9.389332	6.562335	4.75
4172	47189.66	-1	6.5	10	-6.2	6.956006	10.1858	-6.949063	6.903683	9.903502	-6.511638	9.390654	6.558927	4.75
4173	47201.09	-1	6.5	10	-6.2	6.956009	10.18574	-6.948689	6.903803	9.903285	-6.511244	9.393047	6.561413	4.75
4174	47212.21	-1	6.5	10	-6.2	6.956013	10.18569	-6.948245	6.903975	9.903032	-6.51082	9.395899	6.558639	4.749999
4175	47223.38	-1	6.5	10	-6.2	6.955981	10.18566	-6.947779	6.90413	9.902828	-6.510262	9.391241	6.563029	4.750001
4176	47234.36	-1	6.5	10	-6.2	6.955938	10.18558	-6.947369	6.904335	9.902571	-6.509672	9.395346	6.561419	4.75
4177	47245.89	-1	6.5	10	-6.2	6.955872	10.1855	-6.946921	6.904575	9.90235	-6.509084	9.376807	6.559327	4.75
4178	47257.18	-1	6.5	10	-6.2	6.955777	10.18542	-6.94645	6.904779	9.902205	-6.508359	9.382985	6.557374	4.75
4179	47268.04	-1	6.5	10	-6.2	6.955653	10.18527	-6.946019	6.905062	9.901913	-6.507585	9.355451	6.556758	4.75
4180	47279.27	-1	6.5	10	-6.2	6.955554	10.18517	-6.945527	6.905318	9.901683	-6.506814	9.361856	6.554842	4.75
4181	47290.44	-1	6.5	10	-6.2	6.955406	10.18508	-6.945035	6.905513	9.901426	-6.506122	9.33786	6.537426	4.75
4182	47301.49	-1	6.5	10	-6.2	6.955294	10.18494	-6.944589	6.905921	9.901145	-6.505337	9.344368	6.537322	4.750001
4183	47312.86	-1	6.5	10	-6.2	6.955099	10.18484	-6.944042	6.906195	9.90082	-6.504566	9.31093	6.519619	4.75
4184	47323.73	-1	6.5	10	-6.2	6.954932	10.18474	-6.943533	6.906425	9.900467	-6.503727	9.319568	6.517641	4.75
4185	47335.18	-1	6.5	10	-6.2	6.954804	10.18465	-6.943095	6.906668	9.900011	-6.502903	9.284646	6.498889	4.749999
4186	47346.4	-1	6.5	10	-6.2	6.954683	10.18456	-6.94259	6.906937	9.899589	-6.502175	9.291755	6.496616	4.749999
4187	47357.76	-1	6.5	10	-6.2	6.954506	10.18443	-6.942047	6.907152	9.899218	-6.501324	9.273802	6.48059	4.75
4188	47368.54	-1	6.5	10	-6.2	6.954324	10.18428	-6.941555	6.907387	9.898764	-6.500471	9.282777	6.480525	4.749999
4189	47379.69	-1	6.5	10	-6.2	6.954127	10.18417	-6.941049	6.907597	9.898394	-6.499541	9.271091	6.466942	4.750001
4190	47390.79	-1	6.5	10	-6.2	6.95389	10.18408	-6.940507	6.90781	9.898086	-6.498617	9.282125	6.464267	4.75
4191	47402.27	-1	6.5	10	-6.2	6.953681	10.18396	-6.940007	6.908043	9.897711	-6.497773	9.268944	6.448806	4.75
4192	47419.26	-1	6.5	10	-6.2	6.95347	10.18389	-6.939515	6.908327	9.897271	-6.496562	9.278852	6.446094	4.75
4193	47424.45	-1	6.5	10	-6.2	6.95323	10.18385	-6.938953	6.908451	9.897018	-6.495891	9.255319	6.432755	4.749999
4194	47434.15	-1	6.5	10	-6.2	6.95305	10.18383	-6.938436	6.908673	9.896683	-6.495136	9.264378	6.428048	4.75
4195	47445.59	-1	6.5	10	-6.2	6.95281	10.18378	-6.93794	6.908857	9.896264	-6.494312	9.245214	6.429401	4.75
4196	47456.86	-1	6.5	10	-6.2	6.952476	10.18374	-6.937372	6.909051	9.895806	-6.493494	9.25951	6.424662	4.749999
4197	47467.89	-1	6.5	10	-6.2	6.95224	10.18372	-6.936858	6.909199	9.895295	-6.492686	9.217752	6.422235	4.75
4198	47479.01	-1	6.5	10	-6.2	6.95198	10.18369	-6.93637	6.909344	9.894782	-6.491902	9.229147	6.4181	4.75
4199	47490.48	-1	6.5	10	-6.2	6.951678	10.18368	-6.935821	6.909548	9.894272	-6.491127	9.182579	6.410089	4.75
4200	47501.38	-1	6.5	10	-6.2	6.951371	10.18365	-6.935314	6.909718	9.893826	-6.490316	9.195522	6.405623	4.75
4201	47512.46	-1	6.5	10	-6.2	6.951068	10.18367	-6.934767	6.909856	9.893407	-6.489552	9.139946	6.404917	4.75
4202	47523.71	-1	6.5	10	-6.2	6.950791	10.18364	-6.934241	6.90989	9.893081	-6.488722	9.151978	6.400426	4.75
4203	47534.91	-1	6.5	10	-6.2	6.950531	10.18363	-6.933749	6.91001	9.892683	-6.48794	9.098739	6.410631	4.75
