4/14/2019 1:29	The file contains frame by frame data of location for 3 tracked objects 										
The coordinate system is in Unity world coordinates.											
-------------------------------------------------											
FrameNumber	Timestamp	Target Number	TargetX	TargetY	TargetZ	HeadX	HeadY	HeadZ	HandX	HandY	HandZ
336	4355.626	0	0	0	0	7.061947	10.14701	-6.784656	7.354729	10.07242	-6.682578
337	4366.834	0	0	0	0	7.062161	10.14666	-6.785082	7.34984	10.07057	-6.678269
338	4378.301	0	0	0	0	7.062254	10.1464	-6.785057	7.345742	10.068	-6.673836
339	4388.866	0	0	0	0	7.062543	10.1461	-6.784873	7.340886	10.06598	-6.66983
340	4400.674	0	0	0	0	7.062981	10.14579	-6.783974	7.335765	10.06368	-6.664975
341	4411.543	0	0	0	0	7.06364	10.14547	-6.784024	7.331662	10.06161	-6.661389
342	4422.899	0	0	0	0	7.06369	10.14511	-6.784303	7.327338	10.06	-6.65764
343	4433.873	0	0	0	0	7.06303	10.14423	-6.78428	7.323341	10.05864	-6.654538
344	4444.923	0	0	0	0	7.061657	10.14304	-6.784238	7.31938	10.05746	-6.651442
345	4456.121	0	0	0	0	7.060172	10.14211	-6.784386	7.315371	10.05629	-6.648738
346	4467.226	0	0	0	0	7.05812	10.14133	-6.783972	7.312053	10.05567	-6.646262
347	4478.776	0	0	0	0	7.056402	10.14066	-6.783826	7.308052	10.05465	-6.643435
348	4489.915	0	0	0	0	7.054193	10.14033	-6.783342	7.304278	10.05361	-6.640879
349	4501.595	0	0	0	0	7.052512	10.14034	-6.782728	7.300686	10.0528	-6.638188
350	4512.861	0	0	0	0	7.051408	10.14031	-6.782624	7.297179	10.05173	-6.635579
351	4524.432	0	0	0	0	7.049924	10.14056	-6.782693	7.293423	10.05058	-6.63274
352	4534.617	0	0	0	0	7.048302	10.14143	-6.78227	7.29031	10.04965	-6.630323
353	4546.234	0	0	0	0	7.047536	10.14181	-6.782777	7.287143	10.04863	-6.627783
354	4557.548	0	0	0	0	7.045752	10.14196	-6.783105	7.284179	10.04784	-6.625363
355	4568.981	0	0	0	0	7.044494	10.14254	-6.783493	7.281235	10.04696	-6.622976
356	4579.457	0	0	0	0	7.043495	10.14293	-6.784225	7.278357	10.04615	-6.620731
357	4590.822	0	0	0	0	7.04175	10.14492	-6.784841	7.275356	10.0453	-6.618358
358	4601.808	0	0	0	0	7.040707	10.14574	-6.785348	7.272344	10.04435	-6.615974
359	4613.354	0	0	0	0	7.04053	10.14609	-6.786553	7.269226	10.04329	-6.613511
360	4624.863	0	0	0	0	7.038634	10.14731	-6.786623	7.266017	10.04223	-6.611098
361	4635.549	0	0	0	0	7.037894	10.14809	-6.787266	7.262983	10.04116	-6.608835
362	4647.017	0	0	0	0	7.038073	10.14848	-6.788544	7.25978	10.04004	-6.60636
363	4658.656	0	0	0	0	7.036154	10.14941	-6.788106	7.256474	10.03889	-6.603772
364	4670.389	0	0	0	0	7.035739	10.15051	-6.788755	7.253509	10.03794	-6.60145
365	4680.892	0	0	0	0	7.035929	10.15121	-6.789923	7.250745	10.03715	-6.599276
366	4691.825	0	0	0	0	7.033741	10.15238	-6.789364	7.247932	10.0365	-6.597036
367	4702.491	0	0	0	0	7.033217	10.15356	-6.789843	7.245191	10.03593	-6.595045
368	4714.229	0	0	0	0	7.0332	10.15445	-6.790779	7.242363	10.03533	-6.593048
369	4724.979	0	0	0	0	7.031203	10.15584	-6.789704	7.239669	10.03503	-6.591138
370	4737.113	0	0	0	0	7.030456	10.15701	-6.78998	7.236494	10.03463	-6.589113
371	4747.609	0	0	0	0	7.030135	10.15786	-6.790474	7.233749	10.0342	-6.587286
372	4758.655	0	0	0	0	7.027703	10.15944	-6.78882	7.230851	10.03402	-6.585485
373	4769.87	0	0	0	0	7.026937	10.16056	-6.788896	7.227915	10.03387	-6.583548
374	4780.728	0	0	0	0	7.026575	10.16134	-6.789263	7.225426	10.03381	-6.581891
375	4792.143	0	0	0	0	7.023884	10.16286	-6.787289	7.222651	10.03396	-6.580146
376	4803.256	0	0	0	0	7.023092	10.16374	-6.78751	7.220222	10.03444	-6.578592
377	4814.579	0	0	0	0	7.022665	10.16421	-6.787851	7.217806	10.03492	-6.57709
378	4826.144	0	0	0	0	7.02085	10.16338	-6.786581	7.215539	10.03547	-6.575604
379	4836.853	0	0	0	0	7.020048	10.16395	-6.786664	7.213765	10.03627	-6.574388
380	4848.725	0	0	0	0	7.019165	10.16449	-6.786558	7.211755	10.03684	-6.572886
381	4859.427	0	0	0	0	7.01984	10.16428	-6.7853	7.210096	10.03745	-6.571554
382	4870.295	0	0	0	0	7.01932	10.16456	-6.785598	7.208551	10.03781	-6.570242
383	4881.427	0	0	0	0	7.018114	10.16512	-6.785107	7.207361	10.03788	-6.569232
384	4892.634	0	0	0	0	7.019228	10.16504	-6.784393	7.205896	10.03784	-6.568201
385	4903.663	0	0	0	0	7.018857	10.16501	-6.784919	7.20456	10.03781	-6.567195
386	4915.128	0	0	0	0	7.018458	10.16551	-6.784445	7.203246	10.0376	-6.566293
387	4926.58	0	0	0	0	7.017799	10.16564	-6.784188	7.201653	10.03735	-6.565377
388	4937.451	0	0	0	0	7.017373	10.16575	-6.784576	7.199972	10.03681	-6.564323
389	4948.155	0	0	0	0	7.015991	10.16636	-6.783857	7.198356	10.03601	-6.563474
390	4959.675	0	0	0	0	7.015443	10.16665	-6.78406	7.19628	10.0352	-6.562626
391	4970.456	0	0	0	0	7.015077	10.16688	-6.784548	7.194224	10.03406	-6.561816
392	4982.029	0	0	0	0	7.013834	10.16763	-6.783991	7.191917	10.03272	-6.560661
393	4993.901	0	0	0	0	7.013208	10.16808	-6.784295	7.189345	10.03092	-6.559172
394	5003.859	0	0	0	0	7.012589	10.1686	-6.784547	7.187201	10.02928	-6.557992
395	5015.061	0	0	0	0	7.011884	10.16931	-6.784626	7.184692	10.02714	-6.556306
396	5026.646	0	0	0	0	7.009221	10.17135	-6.782853	7.181847	10.02463	-6.554183
397	5037.569	0	0	0	0	7.008328	10.17193	-6.782829	7.179212	10.02218	-6.551955
398	5049.11	0	0	0	0	7.007348	10.17256	-6.782593	7.176616	10.01957	-6.549668
399	5060.127	0	0	0	0	7.003453	10.17324	-6.78189	7.173881	10.01696	-6.547215
400	5071.556	0	0	0	0	7.00188	10.17392	-6.781484	7.171276	10.0145	-6.544829
401	5082.25	0	0	0	0	6.999146	10.17416	-6.781282	7.168866	10.01221	-6.542386
402	5093.837	0	0	0	0	6.995913	10.17404	-6.77973	7.16649	10.01008	-6.539771
403	5104.589	0	0	0	0	6.993934	10.1747	-6.778953	7.164074	10.00796	-6.537016
404	5115.922	0	0	0	0	6.99369	10.17504	-6.778724	7.161889	10.00577	-6.53423
405	5126.861	0	0	0	0	6.991182	10.1751	-6.777286	7.159781	10.00418	-6.531686
406	5138.326	0	0	0	0	6.989606	10.17546	-6.776613	7.157253	10.00225	-6.528891
407	5149.26	0	0	0	0	6.988153	10.17558	-6.776106	7.154416	10.00061	-6.525838
408	5160.357	0	0	0	0	6.985484	10.17529	-6.774594	7.151814	9.998964	-6.523049
409	5171.688	0	0	0	0	6.983824	10.17515	-6.773922	7.149075	9.997467	-6.520356
410	5182.978	0	0	0	0	6.982738	10.1748	-6.773291	7.146221	9.996225	-6.51747
411	5194.016	0	0	0	0	6.981112	10.17338	-6.772569	7.143688	9.995611	-6.514888
412	5205.475	0	0	0	0	6.979586	10.17274	-6.771987	7.14105	9.994792	-6.512269
413	5216.45	0	0	0	0	6.978246	10.1722	-6.771241	7.138316	9.994274	-6.509428
414	5227.905	0	0	0	0	6.977125	10.17103	-6.770781	7.135999	9.994295	-6.50696
415	5238.817	0	0	0	0	6.975949	10.17007	-6.770185	7.133603	9.994168	-6.504434
416	5250.082	0	0	0	0	6.974612	10.16943	-6.769289	7.131086	9.993944	-6.501697
417	5261.067	0	0	0	0	6.973463	10.16864	-6.768269	7.128884	9.993944	-6.498844
418	5272.592	0	0	0	0	6.972444	10.16786	-6.767343	7.126496	9.993751	-6.496053
419	5284.024	0	0	0	0	6.971308	10.16724	-6.766334	7.124596	9.993414	-6.492949
420	5295.063	0	0	0	0	6.970288	10.1666	-6.765296	7.122486	9.993386	-6.490116
421	5307.39	0	0	0	0	6.969343	10.16587	-6.76437	7.119893	9.993269	-6.486667
422	5317.796	0	0	0	0	6.968363	10.1653	-6.763426	7.117826	9.993272	-6.483658
423	5327.207	0	0	0	0	6.967581	10.16467	-6.762548	7.115704	9.993221	-6.480926
424	5340	0	0	0	0	6.966974	10.16369	-6.761703	7.112693	9.993191	-6.477348
425	5349.493	0	0	0	0	6.96626	10.1634	-6.760672	7.110332	9.993241	-6.474527
426	5360.891	0	0	0	0	6.965743	10.16283	-6.759704	7.107398	9.993244	-6.47097
427	5371.595	0	0	0	0	6.965511	10.16297	-6.758498	7.104541	9.993305	-6.467688
428	5383.192	0	0	0	0	6.96493	10.16269	-6.757386	7.1014	9.993664	-6.46391
429	5394.22	0	0	0	0	6.964477	10.16211	-6.756777	7.098441	9.993947	-6.460325
430	5405.597	0	0	0	0	6.964024	10.16177	-6.75595	7.095338	9.994313	-6.45661
431	5416.735	0	0	0	0	6.963708	10.16156	-6.755422	7.092133	9.994705	-6.452652
432	5427.852	0	0	0	0	6.963469	10.16126	-6.754942	7.089032	9.995203	-6.448727
433	5438.764	0	0	0	0	6.962969	10.16093	-6.754242	7.085822	9.995602	-6.444674
434	5450.531	0	0	0	0	6.962457	10.16079	-6.753658	7.082467	9.996123	-6.440244
435	5461.816	0	0	0	0	6.96208	10.16048	-6.752994	7.078857	9.996836	-6.435286
436	5472.782	0	0	0	0	6.961833	10.16023	-6.752347	7.075358	9.997431	-6.430776
437	5484.133	0	0	0	0	6.962127	10.16008	-6.752049	7.071644	9.99799	-6.42574
438	5494.745	0	0	0	0	6.961936	10.1597	-6.751719	7.067712	9.998451	-6.420943
439	5507.315	0	0	0	0	6.961621	10.15964	-6.751322	7.063134	9.99881	-6.415387
440	5517.363	0	0	0	0	6.961543	10.15958	-6.751563	7.058949	9.998963	-6.410714
441	5528.951	0	0	0	0	6.961434	10.15961	-6.751418	7.054307	9.99929	-6.405329
442	5540.545	0	0	0	0	6.961421	10.15983	-6.751221	7.049704	10.00028	-6.399699
443	5551.02	0	0	0	0	6.960919	10.16007	-6.751362	7.045445	10.00138	-6.394322
444	5561.804	0	0	0	0	6.960782	10.16028	-6.751302	7.041986	10.00308	-6.388997
445	5573.458	0	0	0	0	6.960735	10.16063	-6.7511	7.03806	10.00472	-6.38307
446	5584.599	0	0	0	0	6.960244	10.16099	-6.751289	7.034382	10.00622	-6.377103
447	5595.274	0	0	0	0	6.960182	10.16127	-6.751204	7.031427	10.00817	-6.371639
448	5606.845	0	0	0	0	6.960121	10.16157	-6.750957	7.028057	10.00946	-6.365746
449	5617.828	0	0	0	0	6.960093	10.16179	-6.751077	7.024886	10.01084	-6.359499
450	5629.698	0	0	0	0	6.960011	10.16179	-6.750911	7.021809	10.01224	-6.353474
451	5639.937	0	0	0	0	6.959958	10.16198	-6.750621	7.019166	10.01359	-6.34809
452	5651.014	0	0	0	0	6.96002	10.16215	-6.750634	7.016859	10.01495	-6.342149
453	5663.375	0	0	0	0	6.959904	10.16206	-6.750401	7.014542	10.01645	-6.336247
454	5673.8	0	0	0	0	6.959836	10.16218	-6.750176	7.012201	10.01769	-6.331353
455	5684.987	0	0	0	0	6.959233	10.16235	-6.750282	7.010324	10.01895	-6.325964
456	5696.946	0	0	0	0	6.959086	10.16238	-6.750159	7.008653	10.02026	-6.321111
457	5707.143	1	7.5	10	-6.2	6.958818	10.1625	-6.749789	7.006969	10.02115	-6.317145
458	5718.431	1	7.5	10	-6.2	6.958402	10.16257	-6.749821	7.00604	10.02189	-6.312975
459	5729.645	1	7.5	10	-6.2	6.958059	10.16249	-6.749664	7.005035	10.02257	-6.308927
460	5742.166	1	7.5	10	-6.2	6.957588	10.16254	-6.749232	7.004548	10.02304	-6.305354
461	5752.104	1	7.5	10	-6.2	6.957092	10.16253	-6.749199	7.00423	10.02355	-6.302231
462	5763.726	1	7.5	10	-6.2	6.956662	10.16242	-6.749026	7.004373	10.02372	-6.300078
463	5776.98	1	7.5	10	-6.2	6.956121	10.1624	-6.7486	7.004411	10.02385	-6.298222
464	5787.563	1	7.5	10	-6.2	6.955655	10.16235	-6.748481	7.00422	10.02405	-6.296797
465	5795.836	1	7.5	10	-6.2	6.955188	10.16226	-6.748179	7.00412	10.02426	-6.296609
466	5807.382	1	7.5	10	-6.2	6.954597	10.16224	-6.747633	7.00374	10.02425	-6.296276
467	5817.745	1	7.5	10	-6.2	6.954503	10.16215	-6.747368	7.003502	10.02401	-6.296732
468	5829.17	1	7.5	10	-6.2	6.953781	10.1619	-6.746823	7.002923	10.02384	-6.297666
469	5841.256	1	7.5	10	-6.2	6.95323	10.16182	-6.74647	7.002636	10.02342	-6.298934
470	5851.833	1	7.5	10	-6.2	6.95258	10.16168	-6.746352	7.00246	10.02298	-6.300112
471	5862.833	1	7.5	10	-6.2	6.951991	10.16161	-6.745961	7.002683	10.02247	-6.301511
472	5874.164	1	7.5	10	-6.2	6.951541	10.16154	-6.74566	7.002939	10.02145	-6.303074
473	5885.322	1	7.5	10	-6.2	6.951572	10.16141	-6.74578	7.003395	10.02026	-6.304704
474	5896.464	1	7.5	10	-6.2	6.951401	10.16145	-6.745615	7.003941	10.01918	-6.306229
475	5907.46	1	7.5	10	-6.2	6.951251	10.16146	-6.745426	7.004706	10.01783	-6.308253
476	5918.817	1	7.5	10	-6.2	6.951258	10.16136	-6.745802	7.005855	10.0163	-6.31051
477	5930.1	1	7.5	10	-6.2	6.951194	10.16121	-6.74568	7.006986	10.01474	-6.312918
478	5941.103	1	7.5	10	-6.2	6.951473	10.16124	-6.745669	7.008267	10.01332	-6.315429
479	5951.976	1	7.5	10	-6.2	6.952481	10.16114	-6.746304	7.009764	10.01186	-6.318229
480	5962.951	1	7.5	10	-6.2	6.95289	10.16115	-6.746234	7.011477	10.01053	-6.32093
481	5974.546	1	7.5	10	-6.2	6.953578	10.16129	-6.746252	7.013761	10.00917	-6.323845
482	5985.443	1	7.5	10	-6.2	6.955021	10.16138	-6.746881	7.016467	10.00788	-6.326922
483	5997.972	1	7.5	10	-6.2	6.955894	10.16139	-6.746869	7.020414	10.0068	-6.330081
484	6008.089	1	7.5	10	-6.2	6.956911	10.1617	-6.746762	7.023554	10.00574	-6.332582
485	6019.041	1	7.5	10	-6.2	6.958544	10.1618	-6.747266	7.027884	10.0048	-6.334837
486	6030.368	1	7.5	10	-6.2	6.959958	10.16193	-6.747292	7.032991	10.00389	-6.336825
487	6041.418	1	7.5	10	-6.2	6.961654	10.16239	-6.747334	7.03792	10.00283	-6.33871
488	6052.83	1	7.5	10	-6.2	6.963447	10.16275	-6.74786	7.044025	10.00157	-6.340472
489	6064.024	1	7.5	10	-6.2	6.965189	10.16295	-6.748245	7.050829	10.00064	-6.342262
490	6075.504	1	7.5	10	-6.2	6.966978	10.16323	-6.748633	7.057171	9.999553	-6.344119
491	6086.082	1	7.5	10	-6.2	6.968383	10.16371	-6.749083	7.064045	9.99865	-6.345342
492	6097.171	1	7.5	10	-6.2	6.970304	10.16388	-6.749758	7.071085	9.997717	-6.346579
493	6108.988	1	7.5	10	-6.2	6.971756	10.16443	-6.749867	7.07856	9.996762	-6.347766
494	6119.554	1	7.5	10	-6.2	6.97377	10.16468	-6.75053	7.085805	9.995898	-6.348608
495	6130.63	1	7.5	10	-6.2	6.975605	10.1647	-6.75125	7.093407	9.994995	-6.349466
496	6142.107	1	7.5	10	-6.2	6.976804	10.16513	-6.751548	7.101729	9.994112	-6.350228
497	6153.092	1	7.5	10	-6.2	6.978702	10.16528	-6.752323	7.11006	9.993332	-6.350975
498	6165.012	1	7.5	10	-6.2	6.980354	10.16516	-6.753176	7.119367	9.992732	-6.351712
499	6176.033	1	7.5	10	-6.2	6.981393	10.16556	-6.753539	7.128152	9.992254	-6.352397
500	6189.055	1	7.5	10	-6.2	6.98326	10.16576	-6.754193	7.138748	9.992023	-6.352812
501	6199.068	1	7.5	10	-6.2	6.984753	10.16562	-6.75481	7.147445	9.99227	-6.353136
502	6209.58	1	7.5	10	-6.2	6.985753	10.16604	-6.754891	7.156458	9.992388	-6.353397
503	6220.696	1	7.5	10	-6.2	6.987124	10.16625	-6.755474	7.166336	9.992957	-6.353294
504	6232.729	1	7.5	10	-6.2	6.988504	10.16625	-6.756156	7.177226	9.994129	-6.353826
505	6243.847	1	7.5	10	-6.2	6.989332	10.16655	-6.756398	7.187195	9.995046	-6.3542
506	6254.249	1	7.5	10	-6.2	6.990042	10.16666	-6.756823	7.196291	9.996385	-6.354412
507	6265.497	1	7.5	10	-6.2	6.990973	10.16666	-6.75715	7.206173	9.998096	-6.355256
508	6277.04	1	7.5	10	-6.2	6.991612	10.16686	-6.757284	7.215744	9.999482	-6.356084
509	6288.563	1	7.5	10	-6.2	6.992206	10.16692	-6.757377	7.224751	10.00096	-6.356925
510	6299.283	1	7.5	10	-6.2	6.992844	10.1668	-6.757451	7.233095	10.00239	-6.3578
511	6310.97	1	7.5	10	-6.2	6.993241	10.16684	-6.757373	7.241732	10.00387	-6.358839
512	6321.076	1	7.5	10	-6.2	6.993555	10.1668	-6.757325	7.249202	10.00513	-6.359838
513	6332.663	1	7.5	10	-6.2	6.994051	10.16646	-6.757378	7.257166	10.00629	-6.360651
514	6343.513	1	7.5	10	-6.2	6.994382	10.1664	-6.757252	7.264982	10.00773	-6.361533
515	6356.055	1	7.5	10	-6.2	6.994496	10.16636	-6.757149	7.272761	10.00913	-6.36232
516	6366.09	1	7.5	10	-6.2	6.995038	10.16619	-6.75738	7.280322	10.01052	-6.363158
517	6377.56	1	7.5	10	-6.2	6.995298	10.16621	-6.757285	7.288059	10.0118	-6.364127
518	6389.915	1	7.5	10	-6.2	6.995339	10.16625	-6.757298	7.295823	10.0133	-6.364852
519	6400.344	1	7.5	10	-6.2	6.995916	10.1661	-6.757617	7.301987	10.0145	-6.365611
520	6410.747	1	7.5	10	-6.2	6.99613	10.16616	-6.757649	7.307901	10.01574	-6.366281
521	6422.503	1	7.5	10	-6.2	6.991791	10.16603	-6.757439	7.314215	10.01705	-6.367089
522	6432.983	1	7.5	10	-6.2	6.991817	10.16608	-6.757267	7.31957	10.01811	-6.367606
523	6444.104	1	7.5	10	-6.2	6.992022	10.1658	-6.757558	7.324587	10.01914	-6.368001
524	6455.809	1	7.5	10	-6.2	6.990119	10.16576	-6.757002	7.329516	10.02011	-6.368478
525	6466.788	1	7.5	10	-6.2	6.990142	10.16587	-6.756971	7.333806	10.02088	-6.368631
526	6478.542	1	7.5	10	-6.2	6.990278	10.16549	-6.757332	7.337981	10.02176	-6.368576
527	6489.212	1	7.5	10	-6.2	6.989423	10.16551	-6.756552	7.341881	10.02238	-6.368554
528	6500.032	1	7.5	10	-6.2	6.989604	10.16595	-6.756829	7.34558	10.02264	-6.368124
529	6511.684	1	7.5	10	-6.2	6.989921	10.16544	-6.757263	7.349672	10.02293	-6.367434
530	6522.719	1	7.5	10	-6.2	6.987979	10.16522	-6.75709	7.353676	10.02316	-6.366632
531	6533.495	1	7.5	10	-6.2	6.988007	10.16573	-6.757074	7.357574	10.02304	-6.365455
532	6544.755	1	7.5	10	-6.2	6.988264	10.16527	-6.757452	7.361877	10.02293	-6.364004
533	6556.371	1	7.5	10	-6.2	6.985668	10.16503	-6.757824	7.365924	10.02289	-6.362336
534	6567.569	1	7.5	10	-6.2	6.984976	10.16499	-6.757062	7.369572	10.02277	-6.360726
535	6578.536	1	7.5	10	-6.2	6.985068	10.16432	-6.757368	7.373326	10.02268	-6.359129
536	6590.013	1	7.5	10	-6.2	6.983354	10.16406	-6.757555	7.376714	10.02288	-6.357422
537	6602.405	-1	7.5	10	-6.2	6.982623	10.16396	-6.756851	7.379544	10.02295	-6.355621
538	6612.049	-1	7.5	10	-6.2	6.982406	10.16344	-6.757021	7.381555	10.02312	-6.354125
539	6623.125	-1	7.5	10	-6.2	6.98515	10.16407	-6.75579	7.383575	10.02312	-6.352557
540	6636.167	-1	7.5	10	-6.2	6.985273	10.16446	-6.75619	7.385493	10.0231	-6.350655
541	6645.746	-1	7.5	10	-6.2	6.985299	10.16412	-6.756306	7.386615	10.02298	-6.349164
542	6658.546	-1	7.5	10	-6.2	6.987606	10.16456	-6.754786	7.388221	10.02297	-6.347443
543	6667.978	-1	7.5	10	-6.2	6.988102	10.16465	-6.755596	7.38911	10.02279	-6.346069
544	6678.401	-1	7.5	10	-6.2	6.988111	10.16457	-6.755507	7.389919	10.02257	-6.344572
545	6689.944	-1	7.5	10	-6.2	6.987983	10.16475	-6.754353	7.390299	10.02256	-6.342947
546	6700.943	-1	7.5	10	-6.2	6.98862	10.1648	-6.755383	7.390723	10.02229	-6.341415
547	6714.218	-1	7.5	10	-6.2	6.988682	10.16474	-6.755276	7.391134	10.02185	-6.33953
548	6724.854	-1	7.5	10	-6.2	6.987776	10.16489	-6.754221	7.391116	10.02163	-6.338056
549	6733.897	-1	7.5	10	-6.2	6.988263	10.165	-6.754888	7.389889	10.02173	-6.339268
550	6745.624	-1	7.5	10	-6.2	6.988235	10.16499	-6.754736	7.388511	10.02205	-6.338674
551	6756.288	-1	7.5	10	-6.2	6.987057	10.16512	-6.753683	7.386337	10.02276	-6.337816
552	6767.856	-1	7.5	10	-6.2	6.987279	10.16522	-6.754158	7.384413	10.02292	-6.336404
553	6779.322	-1	7.5	10	-6.2	6.987134	10.16521	-6.754014	7.382253	10.02294	-6.335532
554	6790.367	-1	7.5	10	-6.2	6.985601	10.16547	-6.752903	7.379709	10.023	-6.334622
555	6801.019	-1	7.5	10	-6.2	6.985598	10.16561	-6.753251	7.377029	10.02314	-6.33445
556	6812.187	-1	7.5	10	-6.2	6.98517	10.16572	-6.752862	7.373176	10.02319	-6.334655
557	6823.503	-1	7.5	10	-6.2	6.983249	10.166	-6.751415	7.368705	10.02306	-6.334635
