4/14/2019 1:29	The file contains frame by frame data of location for 3 tracked objects 										
The coordinate system is in Unity world coordinates.											
-------------------------------------------------											
FrameNumber	Timestamp	Target Number	TargetX	TargetY	TargetZ	HeadX	HeadY	HeadZ	HandX	HandY	HandZ
295	3898.755	0	0	0	0	7.071231	10.17597	-6.788509	7.477994	10.1234	-6.828308
296	3907.982	0	0	0	0	7.071517	10.17565	-6.788388	7.476333	10.1242	-6.827324
297	3920.683	0	0	0	0	7.071763	10.17535	-6.788145	7.47374	10.12544	-6.82621
298	3930.047	0	0	0	0	7.072042	10.17511	-6.787971	7.472144	10.1266	-6.825442
299	3940.931	0	0	0	0	7.07221	10.17482	-6.787725	7.470114	10.12763	-6.824208
300	3952.677	0	0	0	0	7.072359	10.17451	-6.787502	7.467792	10.12873	-6.823246
301	3963.333	0	0	0	0	7.072574	10.17418	-6.787285	7.465996	10.12975	-6.822206
302	3974.58	0	0	0	0	7.072652	10.17387	-6.786977	7.464503	10.13025	-6.82095
303	3986.862	0	0	0	0	7.072718	10.17351	-6.786799	7.46249	10.13085	-6.819536
304	3997.284	0	0	0	0	7.0728	10.1731	-6.786658	7.46099	10.13138	-6.817943
305	4008.705	0	0	0	0	7.072805	10.17269	-6.78656	7.459711	10.13178	-6.816061
306	4019.04	0	0	0	0	7.072735	10.17225	-6.786466	7.458011	10.13221	-6.814571
307	4030.426	0	0	0	0	7.072684	10.17178	-6.786414	7.456443	10.13261	-6.81249
308	4041.901	0	0	0	0	7.072394	10.1714	-6.786174	7.454976	10.13286	-6.810208
309	4053.138	0	0	0	0	7.072199	10.17094	-6.786154	7.453071	10.13281	-6.808191
310	4065.161	0	0	0	0	7.072014	10.17046	-6.786108	7.45128	10.13282	-6.805855
311	4075.754	0	0	0	0	7.071719	10.17003	-6.786017	7.4497	10.13254	-6.803563
312	4086.953	0	0	0	0	7.071402	10.16956	-6.785923	7.447522	10.13188	-6.801004
313	4099.676	0	0	0	0	7.071152	10.16913	-6.785886	7.445323	10.13074	-6.797881
314	4109.07	0	0	0	0	7.070759	10.1686	-6.785771	7.443571	10.1298	-6.795249
315	4120.903	0	0	0	0	7.070227	10.16803	-6.785661	7.441458	10.12795	-6.792005
316	4131.494	0	0	0	0	7.069883	10.16746	-6.785657	7.438998	10.126	-6.788675
317	4143.302	0	0	0	0	7.069239	10.16687	-6.785437	7.435856	10.12342	-6.78494
318	4153.866	0	0	0	0	7.068642	10.16625	-6.785191	7.43292	10.12065	-6.781461
319	4165.088	0	0	0	0	7.068117	10.16558	-6.785022	7.429773	10.11735	-6.777436
320	4176.444	0	0	0	0	7.06747	10.16486	-6.784779	7.426631	10.11393	-6.773002
321	4187.335	0	0	0	0	7.066805	10.16412	-6.784602	7.423935	10.11044	-6.768267
322	4198.97	0	0	0	0	7.066052	10.16335	-6.784251	7.420771	10.10639	-6.762589
323	4209.935	0	0	0	0	7.065346	10.16246	-6.783926	7.417473	10.1033	-6.75606
324	4220.616	0	0	0	0	7.064624	10.16151	-6.783653	7.414015	10.10059	-6.749186
325	4231.925	0	0	0	0	7.064136	10.16057	-6.783397	7.410114	10.09746	-6.742168
326	4243.694	0	0	0	0	7.063636	10.15937	-6.783091	7.404731	10.09472	-6.734544
327	4254.423	0	0	0	0	7.063343	10.15818	-6.782784	7.399307	10.09198	-6.727583
328	4266.583	0	0	0	0	7.062561	10.15665	-6.78256	7.393843	10.08836	-6.720377
329	4276.648	0	0	0	0	7.062043	10.15527	-6.782651	7.388047	10.08626	-6.7142
330	4288.464	0	0	0	0	7.062233	10.15366	-6.783093	7.383366	10.08372	-6.708735
331	4299.449	0	0	0	0	7.061592	10.15236	-6.783208	7.378777	10.08167	-6.703544
332	4310.921	0	0	0	0	7.061436	10.15114	-6.783428	7.373592	10.07972	-6.698759
333	4322.257	0	0	0	0	7.062329	10.14977	-6.783864	7.368301	10.0777	-6.694785
334	4333.335	0	0	0	0	7.062239	10.14899	-6.784383	7.364152	10.07657	-6.690954
335	4344.322	0	0	0	0	7.062118	10.14792	-6.784376	7.359814	10.07444	-6.686671
